S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len
3158	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.0
3159	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	0.8
3160	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.2
3161	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.0
3162	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	0.8
3163	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.2
3164	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.0
3165	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	0.8
3166	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.2
3167	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.0
3168	6500	21.0	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	0.8
3169	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
3170	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
3171	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
3172	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
3173	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
3174	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
3175	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
3176	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
3177	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
3178	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
3179	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
3180	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
3181	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
3182	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
3183	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
3184	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
3185	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
3186	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
3187	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
3188	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
3189	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
3190	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
3191	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
3192	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
3193	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
3194	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
3195	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
3196	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
3197	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
3198	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
3199	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
3200	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
3201	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
3202	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
3203	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
3204	6500	21.0	34.0	5.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
3205	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
3206	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
3207	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
3208	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
3209	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
3210	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
3211	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
3212	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
3213	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
3214	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
3215	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
3216	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
3217	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
3218	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
3219	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
3220	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.2
3221	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.0
3222	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	0.8
3223	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.2
3224	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.0
3225	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	0.8
3226	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.2
3227	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.0
3228	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	0.8
3229	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.2
3230	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.0
3231	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	0.8
3232	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.2
3233	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.0
3234	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	0.8
3235	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.2
3236	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.0
3237	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	0.8
3238	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.2
3239	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.0
3240	6500	21.0	34.0	5.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	0.8
3241	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.2
3242	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.0
3243	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.5	0.8
3244	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.2
3245	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.0
3246	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.7	0.8
3247	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.2
3248	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.0
3249	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	5.0	15	0.9	0.8
3250	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.2
3251	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.0
3252	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.5	0.8
3253	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.2
3254	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.0
3255	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.7	0.8
3256	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.2
3257	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.0
3258	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	100	10.0	15	0.9	0.8
3259	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.2
3260	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.0
3261	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.5	0.8
3262	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.2
3263	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.0
3264	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.7	0.8
3265	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.2
3266	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.0
3267	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	5.0	15	0.9	0.8
3268	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.2
3269	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.0
3270	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.5	0.8
3271	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.2
3272	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.0
3273	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.7	0.8
3274	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.2
3275	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.0
3276	6500	22.5	26.0	25.0	0.35	0	6.0	21.0	200	10.0	15	0.9	0.8
3277	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.2
3278	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.0
3279	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.5	0.8
3280	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.2
3281	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.0
3282	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.7	0.8
3283	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.2
3284	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.0
3285	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	5.0	15	0.9	0.8
3286	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.2
3287	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.0
3288	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.5	0.8
3289	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.2
3290	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.0
3291	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.7	0.8
3292	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.2
3293	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.0
3294	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	100	10.0	15	0.9	0.8
3295	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.2
3296	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.0
3297	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.5	0.8
3298	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.2
3299	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.0
3300	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.7	0.8
3301	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.2
3302	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.0
3303	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	5.0	15	0.9	0.8
3304	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.2
3305	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.0
3306	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
3307	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
3308	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
3309	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
3310	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
3311	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
3312	6500	22.5	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
3313	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.2
3314	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.0
3315	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.5	0.8
3316	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.2
3317	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.0
3318	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.7	0.8
3319	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.2
3320	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.0
3321	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.9	0.8
3322	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.2
3323	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.0
3324	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.5	0.8
3325	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.2
3326	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.0
3327	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.7	0.8
3328	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.2
3329	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.0
3330	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.9	0.8
3331	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.2
3332	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.0
3333	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.5	0.8
3334	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.2
3335	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.0
3336	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.7	0.8
3337	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.2
3338	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.0
3339	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.9	0.8
3340	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.2
3341	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.0
3342	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.5	0.8
3343	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.2
3344	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.0
3345	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.7	0.8
3346	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.2
3347	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.0
3348	6500	22.5	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.9	0.8
3349	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.2
3350	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.0
3351	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.5	0.8
3352	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.2
3353	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.0
3354	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.7	0.8
3355	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.2
3356	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.0
3357	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.9	0.8
3358	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.2
3359	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.0
3360	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.5	0.8
3361	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.2
3362	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.0
3363	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.7	0.8
3364	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.2
3365	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.0
3366	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.9	0.8
3367	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.2
3368	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.0
3369	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.5	0.8
3370	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.2
3371	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.0
3372	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.7	0.8
3373	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.2
3374	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.0
3375	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.9	0.8
3376	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.2
3377	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.0
3378	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
3379	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
3380	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
3381	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
3382	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
3383	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
3384	6500	22.5	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
3385	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.2
3386	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.0
3387	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.5	0.8
3388	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.2
3389	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.0
3390	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.7	0.8
3391	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.2
3392	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.0
3393	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.9	0.8
3394	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.2
3395	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.0
3396	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.5	0.8
3397	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.2
3398	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.0
3399	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.7	0.8
3400	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.2
3401	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.0
3402	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	0.8
3403	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.2
3404	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.0
3405	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	0.8
3406	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.2
3407	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.0
3408	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	0.8
3409	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.2
3410	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.0
3411	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	0.8
3412	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.2
3413	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.0
3414	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	0.8
3415	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.2
3416	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.0
3417	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	0.8
3418	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.2
3419	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.0
3420	6500	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	0.8
3421	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.2
3422	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.0
3423	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	0.8
3424	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.2
3425	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.0
3426	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	0.8
3427	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.2
3428	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.0
3429	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	0.8
3430	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.2
3431	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.0
3432	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	0.8
3433	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.2
3434	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.0
3435	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	0.8
3436	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.2
3437	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.0
3438	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	0.8
3439	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.2
3440	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.0
3441	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	0.8
3442	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.2
3443	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.0
3444	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	0.8
